cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
ENT1ST0008HS0073CN000327P2,test,Muslims use acts of violence to punish people.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.","136.364, 136.364, 136.364, 90.90899999999999, 90.90899999999999, 45.455, 45.455, 45.455, 45.455","1, 1, 1, 1, 1, 1, 1, 1, 1","many state schools', 'old pe teacher', 'apartheid south africa', 'occupied palestine', 'many homophobes', 'ireland', 'troubles', 'racists', 'parents'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","muslim attitudes , highest attitudes , listening , joint declaration declaration stating , seat in sunni , highest seat , blood , news , pope , hostility , shedding , catholics , extremism , religions , violence","joint declaration declaration stating , seat in sunni , violence , hostility , extremism , muslim attitudes , highest attitudes , highest seat , blood , listening , shedding , religions , catholics , catholics , news , pope"
ENT1ST0008HS0073CN000328P2,test,Muslims use acts of violence to punish people.,Violent verses in the qu'ran used by groups like isis to justify their evil atrocities have been cherry-picked without context and the qu'ran forbids cherry-picking as it is a holistic text.,"103.448, 68.96600000000001, 68.96600000000001, 68.96600000000001, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1, 1, 1","groups like isis', 'holistic text', 'violent verses', 'evil atrocities', 'cherry-picking', 'context', 'qu'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","positive news story , muslim community","muslim community , positive news story"
ENT1ST0008HS0073CN000329P2,test,Muslims use acts of violence to punish people.,Then the violent protesters in support of tommy r were muslims?,"300.0, 200.0, 100.0, 100.0","1, 1, 1, 1","protesters in support', 'violent protesters', 'tommy', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","own agenda , framing , tactic , religious , muslim issue , groups , muslim , violence","violence , muslim issue , own agenda , muslim , framing , religious , groups , tactic"
ENT1ST0008HS0073CN000330P2,test,Muslims use acts of violence to punish people.,"Ha, well you never went to public school then!","200.0, 100.0","1, 1","ha', 'public school'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","violent attitudes , joint declaration declaration stating , seat in sunni , highest seat , blood , news , pope , hostility , shedding , catholics , war , extremism , religions , violence","joint declaration declaration stating , seat in sunni , violence , hostility , extremism , violent attitudes , highest seat , blood , shedding , religions , shedding , religions , catholics , catholics , war , news , pope"
ENT1ST0008HS0073CN000331P2,test,Muslims use acts of violence to punish people.,"Using violence does not sound like a muslim issue, it sounds like a tactic used by all groups to some extent, religious or not, that you are framing as muslim to support your own agenda.","56.757, 54.053999999999995, 54.053999999999995, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997, 27.026999999999997","1, 1, 1, 1, 1, 1, 1, 1","framing', 'tactic', 'own agenda', 'muslim issue', 'groups', 'religious', 'violence', 'muslim'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","corporal punishment , percent of parents , spankers , legal , states","corporal punishment , percent of parents , spankers , states , legal"
ENT1ST0008HS0073CN000332P2,test,Muslims use acts of violence to punish people.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.","98.43799999999999, 46.875, 32.813, 32.813, 32.813, 31.25, 31.25, 31.25, 15.625, 15.625, 15.625, 15.625, 15.625, 15.625, 15.625, 15.625","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","joint declaration stating', 'seat in sunni', 'hateful attitudes', 'highest seat', 'shedding', 'pope', 'grand imam', 'blood', 'hostility', 'catholics', 'listening', 'news', 'extremism', 'war', 'religions', 'violence'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","very word islam , arabic salam , violent religion , peace , islam","very word islam , violent religion , arabic salam , islam , peace"
ENT1ST0008HS0073CN000333P2,test,Muslims use acts of violence to punish people.,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?,"87.5, 87.5, 83.333, 41.667, 41.667","1, 1, 1, 1, 1","muslim issue', 'crusades', 'years', 'christianity', 'violence'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","many non muslims , western world , spare , cane , violence against muslims , child , suggesting , issue","violence against muslims , many non muslims , western world , issue , suggesting , spare , child , cane"
ENT1ST0008HS0073CN000335P2,test,Muslims use acts of violence to punish people.,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,"266.66700000000003, 200.0, 133.333, 133.333, 66.667","1, 1, 1, 1, 1","many of the shootings', 'shootings in america', 'america being', 'muslim shooter', 'seeing'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","corporal punishment , percent of parents , spankers , legal , states","corporal punishment , percent of parents , spankers , states , legal"
ENT1ST0008HS0073CN000336P2,test,Muslims use acts of violence to punish people.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.,"247.05900000000003, 247.05900000000003, 123.529, 123.529, 117.647, 58.824","1, 1, 1, 1, 1, 1","hateful intolerance', 'violence being', 'muslim issue', 'discrimination', 'violence', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","lot of people , hanging , britain , states","lot of people , hanging , states , britain"
ENT1ST0008HS0073CN000337P2,test,Muslims use acts of violence to punish people.,Using intolerance and discrimination against anyone different? Sounds like a western issue.,"525.0, 175.0, 166.667","1, 1, 2001","discrimination against anyone', 'western issue', 'intolerance'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","own agenda , framing , tactic , religious , muslim issue , groups , muslim , violence","violence , muslim issue , own agenda , muslim , framing , religious , groups , tactic"
ENT1ST0008HS0073CN000338P2,test,Muslims use acts of violence to punish people.,The quran says that muslims should not seek hostility towards those who haven't sought any war against them. Jihadists do not represent the islamic faith.,"77.778, 74.074, 37.037, 37.037, 37.037, 37.037","1, 1, 1, 1, 1, 1","jihadists', 'hostility', 'islamic faith', 'quran', 'war', 'muslims'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","means of self defence , qu , violence","means of self defence , violence , qu"
ENT1ST0008HS0073CN000339P2,test,Muslims use acts of violence to punish people.,Actions of a few people do not represent an entire community.,"381.81800000000004, 181.81799999999998, 90.90899999999999","1, 1, 2001","few people', 'entire community', 'actions'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims",trump rally,trump rally
ENT1ST0008HS0073CN000340P2,test,Muslims use acts of violence to punish people.,Or a trump rally.,500,1,trump rally',"acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","hateful intolerance , violence being , discrimination , muslim issue , violence , muslims","hateful intolerance , violence being , violence , discrimination , muslim issue , muslims"
ENT1ST0008HS0073CN000341P2,test,Muslims use acts of violence to punish people.,Much more than 50 percent of parents out there are spankers.' - donald trump and isn't corporal punishment is currently legal in 19 states in the us?,"144.828, 103.448, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1","corporal punishment', 'percent of parents', 'spankers', 'legal', 'states'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","news reports , violent incidents , faiths , muslims , people","violent incidents , news reports , people , faiths , muslims"
ENT1ST0008HS0073CN000342P2,test,Muslims use acts of violence to punish people.,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,"252.0, 120.0, 80.0, 40.0, 40.0, 40.0, 40.0, 40.0","1, 1, 1, 1, 1, 1, 1, 1","many non muslims', 'western world', 'spare', 'cane', 'violence against muslims', 'child', 'issue', 'suggesting'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","discrimination against anyone , western issue , intolerance","discrimination against anyone , intolerance , western issue"
ENT1ST0008HS0073CN000343P2,test,Muslims use acts of violence to punish people.,Why is this a muslim issue? A faith of 1.6 billion all violent?,"62.5, 62.5, 62.5","1, 1, 2001","issue', 'violent', 'faith'","acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","own agenda , framing , tactic , religious , muslim issue , groups , muslim , violence","violence , muslim issue , own agenda , muslim , framing , religious , groups , tactic"
ENT1ST0008HS0073CN000344P2,test,Muslims use acts of violence to punish people.,Have you ever spoken to a muslim?,111,1,muslim',"acts of violence, people, muslims","700.0, 111.111, 111.111","1, 1, 1","acts of violence, people, muslims","discrimination against anyone , western issue , intolerance","discrimination against anyone , intolerance , western issue"
ENT1ST0008HS0083CN000207P2,test,Islam is a religion mostly based on conquest and violence.,Are all major religions not religions of conquest to some extent? It does not mean they cannot be practiced peacefully. (link to article about the pope likening Christianity and Islam through their 'idea of conquest'),"78.947, 78.947, 55.263000000000005, 52.632, 52.632, 26.316, 26.316, 26.316","1, 1, 1, 1, 1, 1, 1, 1","religions of conquest', 'idea of conquest', 'pope likening', 'major religions', 'article', 'link', 'christianity', 'islam'","violence, religion, conquest, islam","175.0, 83.333, 83.333, 83.333","1, 1, 1, 1","conquest, violence, religion, islam","hasty of muslim community , islam example , cultural example , intellectual conquest , peoples , other religions , link , muslim community","muslim community , hasty of muslim community , islam example , other religions , cultural example , intellectual conquest , peoples , link"
